Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q26,Q22,Q23,Q24,Q25
Often,Yes,Very confident,"Yes, recently",Neutral,Consult a colleague,Always,Most of the time,Rarely,Every week,Never,Confident,Rarely,Neutral,Sometimes,Simulations,Very effective,No,Neutral,Neutral,Rarely,Rarely,Neutral,Neutral,"Yes, somewhat"
Never,Not sure what a password manager is,Not confident at all,"No, never",Neutral,Open and read carefully,Always,Sometimes,Rarely,Never,Rarely,Confident,Occasionally,Very helpful,Always,Quizzes,Very effective,"Yes, always",Neutral,Neutral,Rarely,Sometimes,Effective,Useful,Neutral
Rarely,Not sure what a password manager is,Not confident at all,"No, never",Very confident,Consult a colleague,Rarely,Rarely,"Yes, frequently",Monthly,"Yes, automatically",Very confident,"Yes, frequently",Not helpful at all,Rarely,Quizzes,Neutral,"Yes, always",Somewhat relevant,"Yes, significantly",Rarely,No,Neutral,Neutral,"Yes, significantly"
Often,Yes,Confident,"Yes, but a long time ago",Neutral,Consult a colleague,Never,Most of the time,"No, never",Never,"Yes, automatically",Not confident,Never,Helpful,Rarely,Live training sessions,Neutral,"Yes, always",Not relevant,Somewhat,Sometimes,"Yes, always",Not effective,Not useful,"Yes, significantly"
Never,No,Not confident,"Yes, recently",Not confident,Open and read carefully,Rarely,Sometimes,"Yes, frequently",Occasionally,"Yes, automatically",Confident,Not sure,Not very helpful,Sometimes,Videos,Neutral,Rarely,Very relevant,Somewhat,Never,"Yes, always",Neutral,Not useful,"Yes, somewhat"
Rarely,Yes,Very confident,"Yes, recently",Somewhat confident,Open and read carefully,Often,Never,Occasionally,Rarely,Sometimes,Neutral,Rarely,Helpful,Sometimes,Quizzes,Not effective,Rarely,Not relevant,Neutral,"Yes, frequently",Sometimes,"Yes, highly effective",Not useful,"Yes, significantly"
Often,Yes,Neutral,"No, never",Not confident,Consult a colleague,Sometimes,Most of the time,Rarely,Every week,"Yes, manually",Not confident,Not sure,Not very helpful,Never,Videos,Very effective,Sometimes,Neutral,Somewhat,Rarely,Rarely,"Yes, highly effective",Very useful,"Yes, somewhat"
Often,No,Confident,"Yes, recently",Neutral,Open and read carefully,Rarely,Rarely,Occasionally,Occasionally,"Yes, manually",Neutral,Never,Neutral,Rarely,Quizzes,Effective,No,Very relevant,Somewhat,Sometimes,Rarely,Effective,Very useful,"Yes, somewhat"
Sometimes,Not sure what a password manager is,Not confident at all,"Yes, recently",Neutral,Report it to IT,Always,Most of the time,Rarely,Rarely,Never,Very confident,Never,Helpful,Rarely,Live training sessions,Neutral,Sometimes,Very relevant,Neutral,Sometimes,Rarely,Neutral,Not useful,"Yes, significantly"
Rarely,No,Very confident,Not sure,Not confident,Delete it immediately,Never,Rarely,"No, never",Every week,"Yes, automatically",Neutral,Never,Not very helpful,Always,Videos,Not effective,"Yes, always",Very relevant,Somewhat,Never,"Yes, always",Not effective,Useful,"Yes, somewhat"
Rarely,Yes,Not confident,Not sure,Somewhat confident,Open and read carefully,Always,Sometimes,"Yes, frequently",Never,"Yes, automatically",Neutral,Rarely,Very helpful,Always,Videos,Effective,No,Not relevant,"Yes, significantly","Yes, frequently",No,Neutral,Not useful,"Yes, somewhat"
Always,Yes,Not confident,"Yes, but a long time ago",Very confident,Consult a colleague,Often,Rarely,"Yes, frequently",Occasionally,"Yes, manually",Confident,Rarely,Not very helpful,Always,Quizzes,Effective,No,Neutral,Neutral,Never,Rarely,"Yes, highly effective",Very useful,Neutral
Often,Not sure what a password manager is,Confident,"Yes, recently",Very confident,Open and read carefully,Always,Most of the time,Occasionally,Never,"Yes, automatically",Not confident,Rarely,Not very helpful,Always,Simulations,Neutral,No,Not relevant,Neutral,Sometimes,Rarely,Not effective,Not useful,No
Never,Yes,Not confident at all,"Yes, recently",Neutral,Consult a colleague,Sometimes,Rarely,"No, never",Monthly,"Yes, manually",Not confident,Occasionally,Very helpful,Most of the time,Simulations,Not effective,Sometimes,Somewhat relevant,Somewhat,Rarely,Rarely,Neutral,Not useful,"Yes, significantly"
Sometimes,Yes,Confident,"Yes, but a long time ago",Very confident,Consult a colleague,Rarely,Most of the time,Occasionally,Monthly,Rarely,Not confident,"Yes, frequently",Not very helpful,Most of the time,Quizzes,Effective,Sometimes,Neutral,Neutral,Rarely,"Yes, always","Yes, highly effective",Useful,"Yes, somewhat"
Often,No,Neutral,"Yes, but a long time ago",Neutral,Open and read carefully,Often,Sometimes,Rarely,Never,Never,Very confident,Not sure,Not very helpful,Sometimes,Videos,Neutral,Rarely,Neutral,No,"Yes, frequently",Sometimes,Effective,Not useful,"Yes, significantly"
Rarely,No,Very confident,"Yes, but a long time ago",Very confident,Report it to IT,Sometimes,Rarely,Rarely,Monthly,"Yes, automatically",Very confident,Rarely,Not helpful at all,Most of the time,Quizzes,Not effective,Rarely,Very relevant,"Yes, significantly","Yes, frequently","Yes, always","Yes, highly effective",Very useful,Neutral
Rarely,No,Not confident,"Yes, but a long time ago",Not confident,Consult a colleague,Rarely,Never,Occasionally,Every week,"Yes, automatically",Confident,"Yes, frequently",Helpful,Always,Quizzes,Not effective,"Yes, always",Very relevant,Somewhat,Sometimes,Rarely,Not effective,Useful,"Yes, somewhat"
Never,No,Not confident,"Yes, recently",Not confident,Delete it immediately,Rarely,Sometimes,"No, never",Never,Sometimes,Confident,"Yes, frequently",Not very helpful,Sometimes,Quizzes,Not effective,No,Neutral,Somewhat,Sometimes,"Yes, always",Neutral,Very useful,No
Sometimes,Not sure what a password manager is,Not confident,"No, never",Not confident,Report it to IT,Rarely,Most of the time,"No, never",Monthly,Rarely,Very confident,Not sure,Not very helpful,Most of the time,Simulations,Very effective,No,Somewhat relevant,Neutral,Sometimes,"Yes, always",Effective,Very useful,"Yes, somewhat"
Often,No,Not confident,"Yes, recently",Not confident,Report it to IT,Rarely,Sometimes,"No, never",Rarely,Never,Neutral,Not sure,Not helpful at all,Sometimes,Quizzes,Very effective,"Yes, always",Somewhat relevant,"Yes, significantly",Rarely,Sometimes,Effective,Not useful,"Yes, significantly"
Often,Not sure what a password manager is,Neutral,"Yes, but a long time ago",Very confident,Report it to IT,Rarely,Sometimes,"Yes, frequently",Occasionally,"Yes, manually",Very confident,Occasionally,Neutral,Most of the time,Simulations,Not effective,Sometimes,Very relevant,Somewhat,Never,No,Effective,Neutral,"Yes, somewhat"
Sometimes,Yes,Confident,"Yes, recently",Very confident,Open and read carefully,Sometimes,Sometimes,"No, never",Occasionally,Never,Very confident,"Yes, frequently",Not very helpful,Always,Live training sessions,Not effective,No,Not relevant,Neutral,Rarely,No,Neutral,Useful,Neutral
Sometimes,Not sure what a password manager is,Confident,"Yes, but a long time ago",Somewhat confident,Open and read carefully,Sometimes,Sometimes,"Yes, frequently",Never,"Yes, automatically",Not confident,"Yes, frequently",Not very helpful,Rarely,Quizzes,Neutral,"Yes, always",Not relevant,No,Never,No,Not effective,Neutral,"Yes, significantly"
Always,Not sure what a password manager is,Not confident,"Yes, but a long time ago",Not confident,Consult a colleague,Always,Sometimes,Rarely,Rarely,"Yes, manually",Neutral,Rarely,Very helpful,Sometimes,Live training sessions,Very effective,No,Very relevant,Neutral,Never,Sometimes,Neutral,Very useful,"Yes, significantly"
Rarely,No,Confident,Not sure,Neutral,Consult a colleague,Sometimes,Most of the time,Occasionally,Never,"Yes, manually",Confident,Never,Very helpful,Most of the time,Simulations,Effective,No,Not relevant,No,Sometimes,No,Not effective,Useful,Neutral
Rarely,Not sure what a password manager is,Confident,"No, never",Not confident,Consult a colleague,Rarely,Most of the time,Rarely,Monthly,Sometimes,Not confident,Not sure,Neutral,Never,Videos,Effective,"Yes, always",Very relevant,Neutral,"Yes, frequently","Yes, always",Effective,Useful,"Yes, significantly"
Often,Not sure what a password manager is,Very confident,"Yes, recently",Neutral,Consult a colleague,Often,Most of the time,"No, never",Rarely,Never,Confident,Rarely,Very helpful,Always,Quizzes,Not effective,"Yes, always",Neutral,"Yes, significantly","Yes, frequently",Sometimes,"Yes, highly effective",Very useful,"Yes, significantly"
Never,Not sure what a password manager is,Confident,"Yes, recently",Neutral,Consult a colleague,Often,"Yes, always",Occasionally,Monthly,Sometimes,Confident,Not sure,Not very helpful,Always,Live training sessions,Very effective,Rarely,Not relevant,Somewhat,Rarely,No,Not effective,Neutral,Neutral
Often,Yes,Not confident at all,"Yes, recently",Not confident,Open and read carefully,Always,"Yes, always","Yes, frequently",Monthly,"Yes, manually",Confident,Never,Neutral,Sometimes,Live training sessions,Very effective,No,Neutral,Neutral,Sometimes,Rarely,Neutral,Not useful,Neutral
Often,Not sure what a password manager is,Confident,"Yes, recently",Not confident,Consult a colleague,Often,Never,Occasionally,Occasionally,Sometimes,Confident,Never,Not helpful at all,Most of the time,Videos,Very effective,No,Neutral,No,Sometimes,Sometimes,Effective,Not useful,Neutral
Never,Not sure what a password manager is,Not confident,"Yes, recently",Not confident,Open and read carefully,Always,Sometimes,Rarely,Monthly,"Yes, automatically",Very confident,Occasionally,Not very helpful,Rarely,Videos,Very effective,No,Very relevant,Somewhat,Sometimes,No,Not effective,Useful,"Yes, somewhat"
Always,No,Confident,"Yes, recently",Somewhat confident,Delete it immediately,Sometimes,Rarely,"Yes, frequently",Occasionally,"Yes, automatically",Not confident,Occasionally,Not very helpful,Most of the time,Videos,Very effective,Sometimes,Not relevant,"Yes, significantly",Never,Rarely,Neutral,Not useful,"Yes, significantly"
Never,Yes,Very confident,"No, never",Not confident,Open and read carefully,Rarely,Most of the time,Occasionally,Every week,Rarely,Very confident,Occasionally,Helpful,Never,Quizzes,Not effective,Rarely,Neutral,No,"Yes, frequently",Rarely,Neutral,Not useful,Neutral
Never,Not sure what a password manager is,Not confident,Not sure,Neutral,Consult a colleague,Rarely,Most of the time,"No, never",Every week,Never,Not confident,Rarely,Not helpful at all,Always,Videos,Not effective,Rarely,Neutral,No,"Yes, frequently",Rarely,Not effective,Not useful,"Yes, significantly"
Often,Not sure what a password manager is,Not confident at all,"Yes, recently",Not confident,Delete it immediately,Never,Sometimes,"Yes, frequently",Occasionally,Rarely,Confident,Rarely,Not helpful at all,Always,Live training sessions,Very effective,No,Not relevant,"Yes, significantly",Rarely,Rarely,Effective,Useful,Neutral
Never,No,Confident,"Yes, recently",Not confident,Open and read carefully,Never,Most of the time,Rarely,Rarely,"Yes, automatically",Not confident,Occasionally,Very helpful,Sometimes,Quizzes,Not effective,"Yes, always",Neutral,No,Rarely,"Yes, always",Effective,Very useful,Neutral
Never,Yes,Neutral,"No, never",Not confident,Report it to IT,Rarely,Rarely,"No, never",Rarely,"Yes, automatically",Confident,Rarely,Very helpful,Always,Simulations,Not effective,No,Neutral,Somewhat,Never,No,Effective,Not useful,Neutral
Often,Yes,Not confident at all,Not sure,Somewhat confident,Open and read carefully,Always,Most of the time,Occasionally,Every week,"Yes, manually",Confident,Never,Helpful,Most of the time,Quizzes,Neutral,Rarely,Somewhat relevant,Somewhat,Rarely,"Yes, always",Effective,Neutral,Neutral
Never,Not sure what a password manager is,Very confident,"No, never",Neutral,Report it to IT,Sometimes,"Yes, always","No, never",Occasionally,Sometimes,Confident,Never,Neutral,Always,Videos,Very effective,No,Somewhat relevant,"Yes, significantly",Sometimes,"Yes, always",Effective,Very useful,Neutral
Sometimes,No,Not confident at all,Not sure,Not confident,Open and read carefully,Never,Rarely,Occasionally,Monthly,Sometimes,Very confident,Rarely,Very helpful,Most of the time,Quizzes,Very effective,Rarely,Somewhat relevant,"Yes, significantly","Yes, frequently",No,Not effective,Useful,Neutral
Always,No,Not confident,"No, never",Neutral,Report it to IT,Often,Never,"Yes, frequently",Monthly,"Yes, automatically",Very confident,Never,Very helpful,Sometimes,Videos,Very effective,Rarely,Somewhat relevant,Somewhat,Sometimes,Rarely,Effective,Useful,"Yes, significantly"
Sometimes,No,Confident,Not sure,Neutral,Open and read carefully,Rarely,Most of the time,Occasionally,Never,Sometimes,Very confident,Occasionally,Not very helpful,Sometimes,Live training sessions,Effective,No,Not relevant,No,Rarely,No,Effective,Useful,No
Rarely,Yes,Confident,"Yes, recently",Not confident,Consult a colleague,Rarely,Most of the time,Occasionally,Monthly,Sometimes,Neutral,Rarely,Not very helpful,Sometimes,Simulations,Neutral,Rarely,Somewhat relevant,No,Never,"Yes, always",Neutral,Very useful,Neutral
Sometimes,Yes,Not confident,"No, never",Very confident,Report it to IT,Rarely,Most of the time,"Yes, frequently",Never,Sometimes,Confident,Occasionally,Helpful,Always,Quizzes,Effective,Rarely,Neutral,Neutral,"Yes, frequently","Yes, always",Neutral,Not useful,"Yes, significantly"
Sometimes,Not sure what a password manager is,Not confident,"Yes, recently",Not confident,Report it to IT,Never,"Yes, always",Rarely,Never,Sometimes,Neutral,Never,Helpful,Never,Simulations,Effective,Rarely,Not relevant,No,Never,Sometimes,Not effective,Not useful,Neutral
Never,No,Confident,"Yes, recently",Not confident,Consult a colleague,Rarely,Sometimes,"No, never",Occasionally,Rarely,Very confident,"Yes, frequently",Very helpful,Most of the time,Simulations,Not effective,Sometimes,Neutral,Neutral,"Yes, frequently",Sometimes,Not effective,Not useful,"Yes, significantly"
Sometimes,Not sure what a password manager is,Not confident at all,Not sure,Not confident,Open and read carefully,Rarely,Sometimes,"No, never",Rarely,Rarely,Not confident,Never,Very helpful,Most of the time,Simulations,Effective,No,Neutral,Neutral,Sometimes,Rarely,Not effective,Very useful,"Yes, significantly"
Often,Yes,Not confident,"Yes, recently",Very confident,Delete it immediately,Sometimes,Rarely,Rarely,Every week,Never,Confident,Occasionally,Not very helpful,Sometimes,Videos,Very effective,Sometimes,Not relevant,Neutral,Sometimes,No,Not effective,Not useful,"Yes, somewhat"
Never,No,Not confident,"Yes, recently",Somewhat confident,Consult a colleague,Often,Sometimes,"No, never",Rarely,Rarely,Confident,"Yes, frequently",Not very helpful,Never,Live training sessions,Not effective,Sometimes,Neutral,Somewhat,"Yes, frequently",Sometimes,"Yes, highly effective",Not useful,"Yes, somewhat"
Never,No,Confident,Not sure,Very confident,Report it to IT,Rarely,"Yes, always","Yes, frequently",Monthly,"Yes, automatically",Very confident,Rarely,Very helpful,Most of the time,Simulations,Effective,Rarely,Neutral,Neutral,"Yes, frequently",Rarely,Not effective,Neutral,"Yes, significantly"
Sometimes,Yes,Neutral,"No, never",Neutral,Report it to IT,Rarely,Sometimes,"Yes, frequently",Rarely,"Yes, automatically",Confident,Never,Neutral,Rarely,Quizzes,Very effective,No,Not relevant,No,Never,Rarely,Effective,Not useful,No
Often,Not sure what a password manager is,Confident,Not sure,Not confident,Consult a colleague,Often,Most of the time,Rarely,Occasionally,Sometimes,Very confident,Never,Neutral,Rarely,Videos,Not effective,Sometimes,Somewhat relevant,Somewhat,"Yes, frequently","Yes, always",Effective,Very useful,"Yes, somewhat"
Often,Yes,Not confident at all,Not sure,Not confident,Delete it immediately,Often,Sometimes,Occasionally,Rarely,"Yes, automatically",Not confident,"Yes, frequently",Not very helpful,Always,Simulations,Not effective,Sometimes,Very relevant,Somewhat,Rarely,"Yes, always",Effective,Useful,"Yes, significantly"
Sometimes,Yes,Not confident,Not sure,Not confident,Report it to IT,Never,"Yes, always","No, never",Monthly,"Yes, manually",Neutral,Not sure,Helpful,Never,Simulations,Effective,No,Somewhat relevant,"Yes, significantly",Sometimes,"Yes, always","Yes, highly effective",Useful,"Yes, somewhat"
